Code,Hotel Name,Roomnights,Sale,Cost,Date,Country
CODE|77386,Best Western Inn Of Pinetop,662,13240,11254,"11, 2019",USA
CODE|77351,Best Western Inn of Payson,1580,44240,28440,"02, 2019",USA
CODE|77316,Best Western Inn Of Chandler,476,10948,9044,"09, 2019",USA
CODE|77281,Best Western Inn At Palm Springs,1564,35972,31280,"09, 2019",USA
CODE|77246,Best Western Ilford,1367,27340,23239,"11, 2019",UK
CODE|77211,Best Western Hotell Borås,1698,45846,33960,"01, 2019",SVE
CODE|77176,BEST WESTERN Hotel Zürcherhof,1525,42700,22875,"10, 2019",Switzerland
CODE|77141,Best Western Hotel zur Post,747,14940,11205,"06, 2019",Germany
CODE|77106,Best Western Hotel Wetzlar,202,4242,3636,"10, 2019",Germany
CODE|77071,BEST WESTERN Hotel Waldegg Horw Luzern,151,4077,2567,"08, 2019",Schweiz
CODE|77036,BEST WESTERN Hotel Turismo,240,5040,3600,"12, 2019",Italy
CODE|77001,Best Western Hotel Tritone,1145,26335,18320,"02, 2019",Italy
CODE|76966,Best Western Hotel Trier City,1828,43872,29248,"12, 2019",Germany
CODE|76931,Best Western Hotel Tranås Statt,1520,34960,30400,"06, 2019",Sweden
CODE|76896,Best Western Hotel Toubkal,77,1925,1540,"09, 2019",Morocco
CODE|76861,Best Western Hotel The K,1170,30420,23400,"03, 2019",Germany
CODE|76826,BEST WESTERN Hôtel Sydney Opéra,804,19296,12864,"12, 2019",France
CODE|76791,Best Western Hotel Svava,1670,50100,31730,"02, 2019",Sweden
CODE|76756,BEST WESTERN Hotel Stella D'Italia,1730,44980,27680,"08, 2019",Italy
CODE|76721,Best Western Hotel StadtPalais,1425,42750,21375,"07, 2019",Germany
CODE|76686,BEST WESTERN Hotel Spirgarten,519,14532,9342,"11, 2019",Switzerland
CODE|76651,Best Western Hôtel So'Co,1500,34500,30000,"06, 2019",France
CODE|76616,Best Western Hotel Sindelfingen City,574,17220,8610,"10, 2019",Germany
CODE|76581,Best Western Hotel Royal Centre,1889,45336,37780,"02, 2019",Belgium
CODE|76546,Best Western Hotel Rosenau,1496,35904,25432,"07, 2019",Germany
CODE|76511,Best Western Hôtel Ronceray-Opéra,1724,49996,32756,"10, 2019",France
CODE|76476,Best Western Hotel Rome Airport,591,12411,9456,"04, 2019",Italy
CODE|76441,BEST WESTERN Hotel Roma Tor Vergata,1701,44226,32319,"10, 2019",Italy
CODE|76406,BEST WESTERN Hotel Rocca,920,20240,16560,"04, 2019",Italy
CODE|76371,BEST WESTERN Hotel Rivoli,754,17342,14326,"01, 2019",Italy
CODE|76336,Best Western Hôtel Rives de Paris La Défense,1847,49869,33246,"09, 2019",فرنسا
CODE|76301,BEST WESTERN Hotel Regina Elena,1691,37202,32129,"10, 2019",Italy
CODE|76266,Best Western Hotel Regence,1050,27300,18900,"01, 2019",Germany
CODE|76231,BEST WESTERN Hotel Rastatt,420,12180,7140,"12, 2019",Germany
CODE|76196,BEST WESTERN Hotel President,439,10975,7463,"09, 2019",Italy
CODE|76161,Best Western Hotel Portos,441,11907,8379,"12, 2019",Poland
CODE|76126,BEST WESTERN Hotel Porto Antico,1859,46475,37180,"01, 2019",Italy
CODE|76091,BEST WESTERN Hotel Plaza,1210,33880,19360,"09, 2019",Italy
CODE|76056,Best Western Hotel Piemontese,950,27550,15200,"01, 2019",Italy
CODE|76021,Best Western Hotel Piccadilly Roma,135,3510,2430,"08, 2019",Italy
CODE|75986,Best Western Hotel Peine-Salzgitter,1208,28992,18120,"09, 2019",Germany
CODE|75951,BEST WESTERN Hotel Opole Centrum,1265,36685,20240,"08, 2019",Poland
CODE|75916,Best Western Hotel Opéra Drouot,1553,40378,31060,"03, 2019",France
CODE|75881,BEST WESTERN Hotel Ohm by HappyCulture™,67,2010,1139,"11, 2019",France
CODE|75846,Best Western Hotel Nürnberg City West,781,19525,14058,"02, 2019",Germany
CODE|75811,Best Western Hotel Montcalm Paris 15 (Hôtel Paris 75015),136,3672,2040,"03, 2019",France
CODE|75776,Best Western Hotel Moderno Verdi,58,1508,986,"06, 2019",Italy
CODE|75741,BEST WESTERN Hotel Mirage,845,17745,14365,"05, 2019",إيطاليا
CODE|75706,BEST WESTERN Hotel Metropoli,1686,40464,33720,"06, 2019",Italy
CODE|75671,Best Western Hotel Meteor Plaza,217,5859,3255,"05, 2019",Czech Republic
CODE|75636,Best Western Hotel Mediterraneo,1291,29693,20656,"11, 2019",Spain
CODE|75601,Best Western Hotel Major,187,4488,3179,"05, 2019",Italy
CODE|75566,BEST WESTERN Hotel Madison,1896,39816,32232,"05, 2019",Italy
CODE|75531,BEST WESTERN Hotel Luxor,1824,52896,34656,"10, 2019",Italy
CODE|75496,Best Western Hotel Louvre Piemont,1145,33205,18320,"07, 2019",France
CODE|75461,Best Western Hôtel Littéraire Arthur Rimbaud,588,15876,11172,"08, 2019",France
CODE|75426,BEST WESTERN Hotel Libertà,1578,34716,29982,"05, 2019",Italy
CODE|75391,BEST WESTERN Hotel Le Montparnasse,674,15502,12806,"07, 2019",France
CODE|75356,Best Western Hotel Le Montmartre Saint-Pierre,20,460,320,"06, 2019",France
CODE|75321,Best Western Hotel Köln,668,16700,12024,"12, 2019",Deutschland
CODE|75286,BEST WESTERN Hotel Kiel,1690,43940,32110,"10, 2019",Germany
CODE|75251,Best Western Hotel Karlaplan,182,5096,3094,"05, 2019",Sweden
CODE|75216,Best Western Hotel Kantstrasse Berlin,1663,43238,29934,"11, 2019",Deutschland
CODE|75181,Best Western Hotel Journel Paris Sud,1496,44880,25432,"11, 2019",فرنسا
CODE|75146,Best Western Hotel International,1805,52345,27075,"08, 2019",France
CODE|75111,Best Western Hotel I Triangoli,1555,38875,31100,"06, 2019",Italy
CODE|75076,BEST WESTERN Hotel Heide Oldenburg,1455,36375,21825,"08, 2019",Germany
CODE|75041,Best Western Hotel Hebron,854,20496,15372,"05, 2019",Denmark
CODE|75006,Best Western Hotel Hannover City,1671,50130,30078,"07, 2019",Germany
CODE|74971,BEST WESTERN Hotel Hamburg International,1412,36712,28240,"09, 2019",Germany
CODE|74936,Best Western Hôtel Grand Parc,1888,50976,28320,"06, 2019",فرنسا
CODE|74901,Best Western Hotel Genio,307,7675,5526,"05, 2019",Italy
CODE|74866,BEST WESTERN Hotel Geheimer Rat,1839,49653,36780,"09, 2019",Germany
CODE|74831,Best Western Hotel Fino Tokyo Akihabara,889,22225,16891,"07, 2019",Japan
CODE|74796,Best Western Hotel Fino Tokyo Akasaka,1211,32697,18165,"03, 2019",Japan
CODE|74761,Best Western Hotel Fino Shin-Yokohama,758,20466,12128,"08, 2019",Japan
CODE|74726,BEST WESTERN Hotel Düsseldorf City,253,7084,5060,"03, 2019",Germany
CODE|74691,Best Western Hôtel Du Parc Chantilly,1277,34479,25540,"08, 2019",فرنسا
CODE|74656,Best Western Hotel de Ville,846,17766,12690,"04, 2019",Germany
CODE|74621,Best Western Hotel de Paris,1697,37334,28849,"03, 2019",France
CODE|74586,Best Western Hotel Darmstadt,1352,33800,21632,"05, 2019",Germany
CODE|74551,Best Western Hotel Cristal,1483,40041,28177,"06, 2019",Poland
CODE|74516,Best Western Hotel Crimea Torino,1776,42624,31968,"01, 2019",Italy
CODE|74481,Best Western Hotel Corsi,1017,23391,17289,"08, 2019",Italy
CODE|74446,Best Western Hotel Continental,1418,32614,21270,"07, 2019",Italy
CODE|74411,Best Western Hotel Cologne Airport Troisdorf,147,4116,2793,"09, 2019",Germany
CODE|74376,Best Western Hotel City,1449,42021,26082,"01, 2019",Italy
CODE|74341,Best Western Hotel Cavalieri della Corona,1031,25775,20620,"02, 2019",Italy
CODE|74306,BEST WESTERN Hôtel Carlton,640,16000,12160,"06, 2019",France
CODE|74271,Best Western Hotel Caiçara,721,15141,10815,"12, 2019",Brazil
CODE|74236,Best Western Hotel Bremen City,1360,38080,20400,"01, 2019",Germany
CODE|74201,Best Western Hotel Bologna,804,24120,15276,"05, 2019",Italy
CODE|74166,BEST WESTERN Hotel Biri,1036,24864,17612,"02, 2019",Italy
CODE|74131,Best Western Hotel Berlin-Mitte,545,15805,10355,"05, 2019",Germany
CODE|74096,Best Western Hotel Bellevue au Lac,962,21164,16354,"08, 2019",سويسرا
CODE|74061,BEST WESTERN Hotel Belfort,1530,41310,22950,"02, 2019",France
CODE|74026,BEST WESTERN Hôtel Au Trocadero,722,15162,12996,"04, 2019",France
CODE|73991,Best Western Hotel Astrid Roma,1209,31434,24180,"09, 2019",Italy
CODE|73956,Best Western Hotel Astoria,1748,40204,33212,"04, 2019",Italy
CODE|73921,Best Western Hotel Armando,743,16346,14117,"05, 2019",Italy
CODE|73886,Best Western Hotel Aramis Saint-Germain,1177,35310,17655,"08, 2019",France
CODE|73851,Best Western Hotel Arabellapark Muenchen,642,16050,10272,"06, 2019",Germany
CODE|73816,BEST WESTERN Hotel Apollo,207,4140,3105,"08, 2019",Finland
CODE|73781,BEST WESTERN Hotel Antico Termine,49,1127,735,"09, 2019",Not Found
CODE|73746,Best Western Hôtel Anjou Lafayette Opera,647,13587,9705,"05, 2019",France
CODE|73711,Best Western Hotel am Walserberg,687,19923,13053,"10, 2019",Austria
CODE|73676,Best Western Hotel am Spittelmarkt,653,18937,10448,"05, 2019",Germany
CODE|73641,BEST WESTERN Hotel am Schloss Köpenick,637,18473,11466,"01, 2019",Germany
CODE|73606,BEST WESTERN Hotel am Europaplatz,1623,48690,30837,"08, 2019",Germany
CODE|73571,BEST WESTERN Hotel am Borsigturm,985,22655,18715,"08, 2019",Germany
CODE|73536,BEST WESTERN Hotel Alzey,530,12720,9010,"10, 2019",Germany
CODE|73501,Best Western Hotel Airport Frankfurt,1426,37076,22816,"12, 2019",Germany
CODE|73466,Best Western Hotel Achim Bremen,575,16100,10925,"03, 2019",Germany
CODE|73431,Best Western Hoover Dam Hotel,1542,44718,24672,"08, 2019",USA
CODE|73396,Best Western Hi-Desert Inn,1461,37986,21915,"06, 2019",USA
CODE|73361,Best Western Heritage Inn,232,5800,4176,"12, 2019",USA
CODE|73326,Best Western Hazlet Inn,459,9180,9180,"08, 2019",USA
CODE|73291,Best Western Hanford Inn,995,29850,16915,"11, 2019",Not Found
CODE|73256,Best Western Gudauri,1538,43064,27684,"03, 2019",Georgia
CODE|73221,Best Western Gregory Hotel,242,7018,4356,"10, 2019",USA
CODE|73186,Best Western Greater London Hotel,1000,25000,20000,"03, 2019",UK
CODE|73151,Best Western Grants Inn,1008,24192,17136,"11, 2019",USA
CODE|73116,Best Western Grant Park Hotel,1223,31798,20791,"05, 2019",USA
CODE|73081,Best Western Grandma's Feather Bed,92,1840,1564,"10, 2019",USA
CODE|73046,Best Western Gran Hotel Centro Historico,1672,33440,26752,"05, 2019",México
CODE|73011,Best Western Golden Key,1836,51408,31212,"01, 2019",USA
CODE|72976,Best Western Gold Canyon Inn & Suites,416,8736,8320,"02, 2019",USA
CODE|72941,BEST WESTERN Globus Hotel,1950,52650,37050,"01, 2019",Italy
CODE|72906,Best Western Geelong Motor Inn and Apartments,1588,46052,28584,"04, 2019",Australia
CODE|72871,Best Western Gateway To The Keys,1883,37660,37660,"04, 2019",USA
CODE|72836,Best Western Galleria Inn & Suites,1936,40656,34848,"09, 2019",USA
CODE|72801,Best Western Fort Lee,689,15158,13091,"02, 2019",USA
CODE|72766,Best Western Fireside Inn,382,9550,6494,"03, 2019",Canada
CODE|72731,BEST WESTERN Falck Village Hotel,264,6864,3960,"04, 2019",Italy
CODE|72696,Best Western Exeter Inn & Suites,1886,52808,37720,"02, 2019",USA
CODE|72661,Best Western Executive Inn,649,14927,11033,"05, 2019",USA
CODE|72626,Best Western Executive Business Hotel,1651,42926,26416,"01, 2019",Italy
CODE|72591,Best Western Eurohotel,1221,28083,18315,"02, 2019",Romania
CODE|72556,Best Western Empire Palace,1942,54376,34956,"02, 2019",Turkey
CODE|72521,Best Western Empire Elysees,974,28246,16558,"03, 2019",France
CODE|72486,Best Western Elyon Colombo,1112,26688,16680,"05, 2019",Sri Lanka
CODE|72451,Best Western El Cid,533,13858,9061,"05, 2019",Mexico
CODE|72416,Best Western Downtown Sudbury Centreville,1384,40136,22144,"08, 2019",Canada
CODE|72381,Best Western Desert Inn,90,2520,1530,"02, 2019",USA
CODE|72346,Best Western Des Plaines Inn,374,8602,6358,"06, 2019",USA
CODE|72311,Best Western Delmere Hotel,344,8256,6192,"09, 2019",UK
CODE|72276,Best Western Darbar Delhi,1673,50190,25095,"04, 2019",India
CODE|72241,Best Western Dam Square Inn,1187,33236,17805,"09, 2019",Netherlands
CODE|72206,BEST WESTERN Cumberland Hotel,1021,25525,18378,"06, 2019",USA
CODE|72171,BEST WESTERN CTC Hotel Verona,1398,30756,22368,"09, 2019",Italy
CODE|72136,Best Western Crystal Palace Hotel Turin,530,15370,9540,"01, 2019",Italy
CODE|72101,Best Western Courtesy Inn,1906,38120,38120,"01, 2019",USA
CODE|72066,Best Western Country Inn,632,13904,12640,"07, 2019",أمريكا
CODE|72031,Best Western Cottonwood Inn,835,18370,12525,"06, 2019",USA
CODE|71996,Best Western Corona Hotel,1989,49725,31824,"12, 2019",UK
CODE|71961,Best Western Cordelia Inn,1762,45812,28192,"05, 2019",USA
CODE|71926,Best Western Coral Hills,321,8346,6099,"05, 2019",USA
CODE|71891,Best Western Coral Beach Hotel,119,2975,2023,"05, 2019",Tanzania
CODE|71856,Best Western Colonel Butler Inn,1791,51939,34029,"08, 2019",Canada
CODE|71821,Best Western Cocoa Beach Hotel & Suites,1403,29463,25254,"12, 2019",USA
CODE|71786,Best Western City Hotel Moran,1979,57391,29685,"11, 2019",Czech Republic
CODE|71751,Best Western City Hotel Leiden,645,19350,12255,"02, 2019",Not Found
CODE|71716,Best Western City Hotel Goderie,1031,24744,18558,"08, 2019",Not Found
CODE|71681,Best Western City Hotel,274,7124,5206,"12, 2019",Italy
CODE|71646,Best Western City Centre,671,19459,10736,"08, 2019",Belgium
CODE|71611,Best Western CineMusic Hotel,1529,42812,25993,"09, 2019",Italy
CODE|71576,Best Western Chiswick Palace & Suites,330,7260,5610,"07, 2019",UK
CODE|71541,Best Western Centro Monterrey,1571,36133,29849,"01, 2019",المكسيك
CODE|71506,Best Western Central Inn,1543,40118,27774,"03, 2019",USA
CODE|71471,Best Western Central Hotel,1831,51268,32958,"12, 2019",France
CODE|71436,Best Western Cedar Inn,1447,41963,27493,"01, 2019",أمريكا
CODE|71401,Best Western CBD Hotel,377,9048,7163,"04, 2019",Tanzania
CODE|71366,Best Western Causeway Bay,1842,38682,36840,"07, 2019",Hong Kong
CODE|71331,Best Western Casa Grande Inn,1798,44950,26970,"11, 2019",USA
CODE|71296,Best Western Carlsbad by the Sea,564,12408,10716,"10, 2019",USA
CODE|71261,Best Western Cape Suites Hotel,1292,28424,24548,"07, 2019",South Africa
CODE|71226,Best Western Canoga Park Motor Inn,701,18226,11917,"03, 2019",USA
CODE|71191,Best Western Cannes Riviera Hôtel,12,288,216,"06, 2019",فرنسا
CODE|71156,Best Western California City Inn & Suites,1288,36064,24472,"04, 2019",USA
CODE|71121,Best Western Cabrillo Garden Inn,1134,30618,17010,"06, 2019",USA
CODE|71086,Best Western Burbank Airport Inn,1222,30550,21996,"10, 2019",USA
CODE|71051,Best Western Buckingham Palace Rd,1836,36720,29376,"12, 2019",UK
CODE|71016,Best Western Brooklyn-Coney Island Inn,397,10719,7940,"04, 2019",USA
CODE|70981,Best Western Bretagne Montparnasse,1358,27160,27160,"08, 2019",France
CODE|70946,Best Western Brantford Hotel And Conference Centre,158,4424,3002,"08, 2019",Canada
CODE|70911,Best Western Bowery Hanbee Hotel,1969,53163,31504,"10, 2019",Not Found
CODE|70876,Best Western Blu Hotel Roma,1236,33372,19776,"01, 2019",Italy
CODE|70841,Best Western Bishop Lodge,278,8062,5560,"12, 2019",USA
CODE|70806,Best Western Big Country Inn,747,22410,12699,"02, 2019",USA
CODE|70771,Best Western Big Bear Chateau,1469,32318,26442,"12, 2019",USA
CODE|70631,Best Western Bidarka Inn,518,15022,8806,"12, 2019",USA
CODE|70596,Best Western Belleville,930,21390,17670,"12, 2019",Canada
CODE|70561,Best Western Bar Harbour Inn,1503,42084,24048,"12, 2019",USA
CODE|70526,Best Western Aulivia Opera,588,17052,9996,"07, 2019",France
CODE|70491,Best Western at O'Hare,1873,44952,35587,"11, 2019",USA
CODE|70456,Best Western Astor Metropole Hotel & Apartments,348,8004,6264,"05, 2019",Australia
CODE|70421,Best Western Artdeco Hotel,757,17411,13626,"03, 2019",Italy
CODE|70386,Best Western Art Plaza Hotel,1148,26404,19516,"05, 2019",Bulgaria
CODE|70351,Best Western Ars Hotel,334,9686,5344,"04, 2019",Italy
CODE|70316,Best Western Arizonian Inn,851,19573,17020,"04, 2019",USA
CODE|70281,BEST WESTERN Arirang Hill Dongdaemun,990,21780,16830,"05, 2019",South Korea
CODE|70246,Best Western Arcata Inn,304,6992,6080,"12, 2019",USA
CODE|70211,Best Western Apricot Inn,1497,37425,23952,"05, 2019",USA
CODE|70176,Best Western Apache Junction Inn,255,7650,4590,"01, 2019",USA
CODE|70736,Best Western Andersen's Inn,1719,34380,34380,"10, 2019",USA
CODE|70701,Best Western and hotel,1058,21160,16928,"11, 2019",Sweden
CODE|70666,Best Western Amsterdam Airport Hotel,1453,33419,26154,"03, 2019",Netherlands
CODE|70036,Best Western Amsterdam,598,14950,11362,"09, 2019",هولندا
CODE|70001,Best Western Americana Inn,294,7056,5880,"09, 2019",USA
CODE|69966,Best Western Amedia Frankfurt Rüsselsheim,1242,31050,24840,"02, 2019",ألمانيا
CODE|69931,BEST WESTERN Amedia Frankfurt Airport,807,16947,15333,"07, 2019",Germany
CODE|69896,BEST WESTERN Amedia Bielefeld / Werther,689,13780,11024,"08, 2019",Germany
CODE|69861,BEST WESTERN Amarys,1157,33553,18512,"09, 2019",France
CODE|69826,Best Western Allegro Nation,202,5656,3636,"07, 2019",France
CODE|69791,Best Western Airport Plaza Inn,980,26460,17640,"02, 2019",USA
CODE|69756,Best Western Airport Motel & Convention Centre,1159,32452,23180,"06, 2019",Australia
CODE|69721,Best Western Airport Inn & Suites,640,17920,10240,"08, 2019",USA
CODE|69686,Best Western Airport Inn,1089,23958,19602,"10, 2019",Canada
CODE|69651,Best Western Airport 85 Motel,1728,34560,25920,"02, 2019",Australia
CODE|69616,Best Western Airpark Hotel,966,20286,15456,"09, 2019",USA
CODE|69301,Best Western Adams Inn Quincy - Boston,601,12020,12020,"03, 2019",USA
CODE|69266,Best Western Abbots Barton Hotel,1934,58020,30944,"03, 2019",UK
CODE|69231,BEST WESTERN 4*S Hotel Obermühle,347,10063,6246,"02, 2019",Deutschland
CODE|69196,Best Western - Hotel Mariacki,942,24492,17898,"06, 2019",Poland
CODE|69161,Best Western,883,20309,15011,"02, 2019",Not Found
CODE|69126,Best View Pyramids Hotel,28,700,532,"09, 2019",Egypt
CODE|69091,Best Star Resort,1884,45216,35796,"12, 2019",Malaysia
CODE|69056,Best Roquetas,205,4510,3690,"09, 2019",Spain
CODE|69021,Best Osuna Madrid Feria,687,19923,11679,"06, 2019",Spain
CODE|68986,Best Oasis Park,1158,27792,17370,"07, 2019",Spain
CODE|68951,Best Nobel Hotel,1016,28448,16256,"01, 2019",Turkey
CODE|68916,Best Host Inn Buena Park,1745,40135,34900,"07, 2019",USA
CODE|68881,Best Home Suites Sultanahmet Aparts,237,7110,4266,"09, 2019",Turkey
CODE|68846,Best Front Marítim,1699,47572,25485,"04, 2019",Spain
CODE|68811,Best Auto Hogar,102,2958,1530,"02, 2019",Spain
CODE|68776,BessaHotel Boavista,1033,21693,17561,"07, 2019",Portugal
CODE|68741,Berr Hotel,238,6188,3808,"12, 2019",Turkey
CODE|68706,Bernina Hotel Geneva,985,23640,16745,"12, 2019",Switzerland
CODE|68671,Berlin Marriott Hotel,1724,46548,32756,"03, 2019",Germany
CODE|68636,Berlin Mark Hotel,213,4899,3408,"05, 2019",Not Found
CODE|68601,Berkeley Shore Hotel,120,2400,2280,"04, 2019",USA
CODE|68566,Berjer Hotel,772,16212,11580,"02, 2019",Turkey
CODE|68531,Berjaya Tioman Resort,572,14300,11440,"11, 2019",Malaysia
CODE|68496,"Berjaya Times Square Hotel, Kuala Lumpur",383,10341,7277,"03, 2019",ماليزيا
CODE|68461,Berjaya Penang Hotel,1188,27324,19008,"02, 2019",Malaysia
CODE|68426,Berjaya Makati Hotel - Philippines,1247,24940,19952,"08, 2019",Philippines
CODE|68391,Berjaya Langkawi Resort,1896,49296,30336,"03, 2019",Malaysia
CODE|68356,Berjaya Eden Park Hotel,633,17724,9495,"01, 2019",UK
CODE|68321,Berjaya Beau Vallon Bay Resort & Casino,1121,23541,21299,"03, 2019",Seychelles
CODE|68286,Bergresort Seefeld,671,18788,12078,"06, 2019",Austria
CODE|68251,Bentota Beach by Cinnamon,1542,44718,29298,"09, 2019",Sri Lanka
CODE|68216,Bento Inn Munich,1108,23268,22160,"12, 2019",Germany
CODE|68181,Bentley Hotel Bosphorus,1713,37686,27408,"08, 2019",Turkey
CODE|68146,Belver Hotel do Principe Real,837,21762,13392,"08, 2019",Portugal
CODE|68111,Belvedere Hotel,1466,38116,26388,"05, 2019",إيطاليا
CODE|68076,Beltif Hotel,107,2354,2033,"02, 2019",Not Found
CODE|68041,Belstay Venezia Mestre,1732,46764,29444,"01, 2019",إيطاليا
CODE|68006,Belstay Roma Aurelia,348,8352,6612,"10, 2019",Italy
CODE|67971,Belstay Milano Linate,1390,38920,20850,"07, 2019",Italy
CODE|67936,Belstay Milano Assago,1509,37725,30180,"12, 2019",إيطاليا
